sigma,lambda,sse_rel,rmse_rel,mae_rel,bias_rel
0.1665,0.035,52.75864347766197,0.8940768345199317,0.8737039875863498,-0.8737039875863498
0.167,0.035,52.72504651150531,0.8937921129006531,0.8733897076069462,-0.8733897076069462
0.1675,0.035,52.69134258389951,0.8935063936613039,0.8730743238423726,-0.8730743238423726
0.168,0.035,52.657531657626976,0.8932196755288835,0.87275783530232,-0.87275783530232
0.1685,0.035,52.6236136962644,0.8929319572321456,0.8724402409991036,-0.8724402409991036
0.169,0.035,52.58958866418845,0.8926432375016352,0.8721215399476874,-0.8721215399476874
0.1695,0.035,52.555456526581395,0.8923535150697249,0.8718017311657071,-0.8718017311657071
0.17,0.035,52.521217249436724,0.8920627886706515,0.8714808136734942,-0.8714808136734942
0.1705,0.035,52.48687079956458,0.8917710570405505,0.8711587864940991,-0.8711587864940991
0.171,0.035,52.452417144597185,0.8914783189174919,0.8708356486533142,-0.8708356486533142
0.1715,0.035,52.417856252994184,0.8911845730415134,0.8705113991796966,-0.8705113991796966
0.172,0.035,52.38318809404784,0.8908898181546548,0.8701860371045899,-0.8701860371045899
0.1725,0.035,52.34841263788828,0.8905940530009907,0.8698595614621463,-0.8698595614621463
0.173,0.035,52.3135298554886,0.8902972763266638,0.8695319712893494,-0.8695319712893494
0.1735,0.035,52.27853971866983,0.8899994868799154,0.8692032656260343,-0.8692032656260343
0.174,0.035,52.24344220010595,0.8897006834111185,0.8688734435149101,-0.8688734435149101
0.1745,0.035,52.20823727332882,0.8894008646728087,0.8685425040015797,-0.8685425040015797
